date,ndays,fit_y,fit_lower,fit_upper
2022-01-30,60,0.9999999998590998,0.999999998962342,0.9999999999772913
2022-01-31,61,0.9999999999164138,0.9999999993689406,0.9999999999868592
2022-02-01,62,0.9999999999504141,0.9999999996162166,0.9999999999923959
2022-02-02,63,0.999999999970584,0.9999999997665994,0.9999999999955997
2022-02-03,64,0.9999999999825495,0.9999999998580555,0.9999999999974536
2022-02-04,65,0.9999999999896478,0.9999999999136755,0.9999999999985265
2022-02-05,66,0.9999999999938587,0.9999999999475011,0.9999999999991473
2022-02-06,67,0.9999999999963569,0.9999999999680724,0.9999999999995066
2022-02-07,68,0.9999999999978388,0.9999999999805831,0.9999999999997145
2022-02-08,69,0.9999999999987179,0.9999999999881914,0.9999999999998348
2022-02-09,70,0.9999999999992395,0.9999999999928184,0.9999999999999043
2022-02-10,71,0.9999999999995488,0.9999999999956326,0.9999999999999447
2022-02-11,72,0.9999999999997324,0.9999999999973439,0.999999999999968
2022-02-12,73,0.9999999999998412,0.9999999999983846,0.9999999999999816
2022-02-13,74,0.9999999999999059,0.9999999999990177,0.9999999999999893
2022-02-14,75,0.999999999999944,0.9999999999994025,0.9999999999999938
2022-02-15,76,0.9999999999999669,0.9999999999996367,0.9999999999999964
2022-02-16,77,0.9999999999999802,0.9999999999997791,0.999999999999998
2022-02-17,78,0.9999999999999882,0.9999999999998657,0.9999999999999989
2022-02-18,79,0.9999999999999931,0.9999999999999183,0.9999999999999993
2022-02-19,80,0.999999999999996,0.9999999999999503,0.9999999999999996
2022-02-20,81,0.9999999999999976,0.9999999999999698,0.9999999999999998
2022-02-21,82,0.9999999999999984,0.9999999999999816,0.9999999999999998
2022-02-22,83,0.9999999999999991,0.9999999999999889,1.0
2022-02-23,84,0.9999999999999996,0.9999999999999931,1.0
2022-02-24,85,0.9999999999999998,0.9999999999999958,1.0
2022-02-25,86,0.9999999999999998,0.9999999999999976,1.0
2022-02-26,87,1.0,0.9999999999999984,1.0
2022-02-27,88,1.0,0.9999999999999991,1.0
2022-02-28,89,1.0,0.9999999999999993,1.0
2022-03-01,90,1.0,0.9999999999999996,1.0
2022-03-02,91,1.0,0.9999999999999998,1.0
2022-03-03,92,1.0,0.9999999999999998,1.0
2022-03-04,93,1.0,1.0,1.0
2022-03-05,94,1.0,1.0,1.0
2022-03-06,95,1.0,1.0,1.0
2022-03-07,96,1.0,1.0,1.0
2022-03-08,97,1.0,1.0,1.0
2022-03-09,98,1.0,1.0,1.0
2022-03-10,99,1.0,1.0,1.0
2022-03-11,100,1.0,1.0,1.0
2022-03-12,101,1.0,1.0,1.0
2022-03-13,102,1.0,1.0,1.0
2022-03-14,103,1.0,1.0,1.0
2022-03-15,104,1.0,1.0,1.0
2022-03-16,105,1.0,1.0,1.0
2022-03-17,106,1.0,1.0,1.0
2022-03-18,107,1.0,1.0,1.0
2022-03-19,108,1.0,1.0,1.0
2022-03-20,109,1.0,1.0,1.0
2022-03-21,110,1.0,1.0,1.0
2022-03-22,111,1.0,1.0,1.0
2022-03-23,112,1.0,1.0,1.0
2022-03-24,113,1.0,1.0,1.0
2022-03-25,114,1.0,1.0,1.0
2022-03-26,115,1.0,1.0,1.0
2022-03-27,116,1.0,1.0,1.0
2022-03-28,117,1.0,1.0,1.0
2022-03-29,118,1.0,1.0,1.0
2022-03-30,119,1.0,1.0,1.0
2022-03-31,120,1.0,1.0,1.0
2022-04-01,121,1.0,1.0,1.0
2022-04-02,122,1.0,1.0,1.0
2022-04-03,123,1.0,1.0,1.0
2022-04-04,124,1.0,1.0,1.0
2022-04-05,125,1.0,1.0,1.0
2022-04-06,126,1.0,1.0,1.0
2022-04-07,127,1.0,1.0,1.0
2022-04-08,128,1.0,1.0,1.0
2022-04-09,129,1.0,1.0,1.0
2022-04-10,130,1.0,1.0,1.0
2022-04-11,131,1.0,1.0,1.0
2022-04-12,132,1.0,1.0,1.0
2022-04-13,133,1.0,1.0,1.0
2022-04-14,134,1.0,1.0,1.0
2022-04-15,135,1.0,1.0,1.0
2022-04-16,136,1.0,1.0,1.0
2022-04-17,137,1.0,1.0,1.0
2022-04-18,138,1.0,1.0,1.0
2022-04-19,139,1.0,1.0,1.0
2022-04-20,140,1.0,1.0,1.0
2022-04-21,141,1.0,1.0,1.0
2022-04-22,142,1.0,1.0,1.0
2022-04-23,143,1.0,1.0,1.0
2022-04-24,144,1.0,1.0,1.0
2022-04-25,145,1.0,1.0,1.0
2022-04-26,146,1.0,1.0,1.0
2022-04-27,147,1.0,1.0,1.0
2022-04-28,148,1.0,1.0,1.0
2022-04-29,149,1.0,1.0,1.0
2022-04-30,150,1.0,1.0,1.0
2022-05-01,151,1.0,1.0,1.0
2022-05-02,152,1.0,1.0,1.0
2022-05-03,153,1.0,1.0,1.0
2022-05-04,154,1.0,1.0,1.0
2022-05-05,155,1.0,1.0,1.0
2022-05-06,156,1.0,1.0,1.0
2022-05-07,157,1.0,1.0,1.0
2022-05-08,158,1.0,1.0,1.0
2022-05-09,159,1.0,1.0,1.0
2022-05-10,160,1.0,1.0,1.0
2022-05-11,161,1.0,1.0,1.0
2022-05-12,162,1.0,1.0,1.0
2022-05-13,163,1.0,1.0,1.0
2022-05-14,164,1.0,1.0,1.0
2022-05-15,165,1.0,1.0,1.0
2022-05-16,166,1.0,1.0,1.0
2022-05-17,167,1.0,1.0,1.0
2022-05-18,168,1.0,1.0,1.0
2022-05-19,169,1.0,1.0,1.0
2022-05-20,170,1.0,1.0,1.0
2022-05-21,171,1.0,1.0,1.0
2022-05-22,172,1.0,1.0,1.0
2022-05-23,173,1.0,1.0,1.0
2022-05-24,174,1.0,1.0,1.0
2022-05-25,175,1.0,1.0,1.0
2022-05-26,176,1.0,1.0,1.0
2022-05-27,177,1.0,1.0,1.0
2022-05-28,178,1.0,1.0,1.0
2022-05-29,179,1.0,1.0,1.0
2022-05-30,180,1.0,1.0,1.0
2022-05-31,181,1.0,1.0,1.0
2022-06-01,182,1.0,1.0,1.0
2022-06-02,183,1.0,1.0,1.0
2022-06-03,184,1.0,1.0,1.0
2022-06-04,185,1.0,1.0,1.0
2022-06-05,186,1.0,1.0,1.0
2022-06-06,187,1.0,1.0,1.0
2022-06-07,188,1.0,1.0,1.0
2022-06-08,189,1.0,1.0,1.0
2022-06-09,190,1.0,1.0,1.0
2022-06-10,191,1.0,1.0,1.0
2022-06-11,192,1.0,1.0,1.0
2022-06-12,193,1.0,1.0,1.0
2022-06-13,194,1.0,1.0,1.0
2022-06-14,195,1.0,1.0,1.0
2022-06-15,196,1.0,1.0,1.0
2022-06-16,197,1.0,1.0,1.0
2022-06-17,198,1.0,1.0,1.0
2022-06-18,199,1.0,1.0,1.0
2022-06-19,200,1.0,1.0,1.0
2022-06-20,201,1.0,1.0,1.0
2022-06-21,202,1.0,1.0,1.0
2022-06-22,203,1.0,1.0,1.0
2022-06-23,204,1.0,1.0,1.0
2022-06-24,205,1.0,1.0,1.0
2022-06-25,206,1.0,1.0,1.0
2022-06-26,207,1.0,1.0,1.0
2022-06-27,208,1.0,1.0,1.0
2022-06-28,209,1.0,1.0,1.0
2022-06-29,210,1.0,1.0,1.0
2022-06-30,211,1.0,1.0,1.0
2022-07-01,212,1.0,1.0,1.0
2022-07-02,213,1.0,1.0,1.0
2022-07-03,214,1.0,1.0,1.0
2022-07-04,215,1.0,1.0,1.0
2022-07-05,216,1.0,1.0,1.0
2022-07-06,217,1.0,1.0,1.0
2022-07-07,218,1.0,1.0,1.0
2022-07-08,219,1.0,1.0,1.0
2022-07-09,220,1.0,1.0,1.0
2022-07-10,221,1.0,1.0,1.0
2022-07-11,222,1.0,1.0,1.0
2022-07-12,223,1.0,1.0,1.0
2022-07-13,224,1.0,1.0,1.0
2022-07-14,225,1.0,1.0,1.0
2022-07-15,226,1.0,1.0,1.0
2022-07-16,227,1.0,1.0,1.0
2022-07-17,228,1.0,1.0,1.0
2022-07-18,229,1.0,1.0,1.0
2022-07-19,230,1.0,1.0,1.0
2022-07-20,231,1.0,1.0,1.0
2022-07-21,232,1.0,1.0,1.0
2022-07-22,233,1.0,1.0,1.0
2022-07-23,234,1.0,1.0,1.0
2022-07-24,235,1.0,1.0,1.0
2022-07-25,236,1.0,1.0,1.0
2022-07-26,237,1.0,1.0,1.0
2022-07-27,238,1.0,1.0,1.0
2022-07-28,239,1.0,1.0,1.0
2022-07-29,240,1.0,1.0,1.0
2022-07-30,241,1.0,1.0,1.0
2022-07-31,242,1.0,1.0,1.0
2022-08-01,243,1.0,1.0,1.0
2022-08-02,244,1.0,1.0,1.0
2022-08-03,245,1.0,1.0,1.0
2022-08-04,246,1.0,1.0,1.0
2022-08-05,247,1.0,1.0,1.0
2022-08-06,248,1.0,1.0,1.0
2022-08-07,249,1.0,1.0,1.0
2022-08-08,250,1.0,1.0,1.0
2022-08-09,251,1.0,1.0,1.0
2022-08-10,252,1.0,1.0,1.0
2022-08-11,253,1.0,1.0,1.0
2022-08-12,254,1.0,1.0,1.0
2022-08-13,255,1.0,1.0,1.0
2022-08-14,256,1.0,1.0,1.0
2022-08-15,257,1.0,1.0,1.0
2022-08-16,258,1.0,1.0,1.0
2022-08-17,259,1.0,1.0,1.0
2022-08-18,260,1.0,1.0,1.0
2022-08-19,261,1.0,1.0,1.0
2022-08-20,262,1.0,1.0,1.0
2022-08-21,263,1.0,1.0,1.0
2022-08-22,264,1.0,1.0,1.0
2022-08-23,265,1.0,1.0,1.0
2022-08-24,266,1.0,1.0,1.0
2022-08-25,267,1.0,1.0,1.0
2022-08-26,268,1.0,1.0,1.0
2022-08-27,269,1.0,1.0,1.0
2022-08-28,270,1.0,1.0,1.0
2022-08-29,271,1.0,1.0,1.0
2022-08-30,272,1.0,1.0,1.0
2022-08-31,273,1.0,1.0,1.0
2022-09-01,274,1.0,1.0,1.0
2022-09-02,275,1.0,1.0,1.0
2022-09-03,276,1.0,1.0,1.0
2022-09-04,277,1.0,1.0,1.0
2022-09-05,278,1.0,1.0,1.0
2022-09-06,279,1.0,1.0,1.0
2022-09-07,280,1.0,1.0,1.0
2022-09-08,281,1.0,1.0,1.0
2022-09-09,282,1.0,1.0,1.0
2022-09-10,283,1.0,1.0,1.0
2022-09-11,284,1.0,1.0,1.0
2022-09-12,285,1.0,1.0,1.0
2022-09-13,286,1.0,1.0,1.0
2022-09-14,287,1.0,1.0,1.0
2022-09-15,288,1.0,1.0,1.0
2022-09-16,289,1.0,1.0,1.0
2022-09-17,290,1.0,1.0,1.0
2022-09-18,291,1.0,1.0,1.0
2022-09-19,292,1.0,1.0,1.0
2022-09-20,293,1.0,1.0,1.0
2022-09-21,294,1.0,1.0,1.0
2022-09-22,295,1.0,1.0,1.0
2022-09-23,296,1.0,1.0,1.0
2022-09-24,297,1.0,1.0,1.0
2022-09-25,298,1.0,1.0,1.0
2022-09-26,299,1.0,1.0,1.0
